video_id,title,description,tags,channel,query_used,label,trust_level
TSMhgU9gT8M,Fast Delivery Man+More | Rescue Team Collection | Best Cartoons for Kids,babybuscartoon #kidsanimation #kikimiumiu #cartoon #kidscartoon #kidsvideo #kidstv #babybus #babypanda 00:00 Fast ...,,BabyBus TV - Kids Cartoon,kids fast cartoon compilation,Overstimulating,manually_labeled
H2EsQBxJHrY,Simon *Super-duper fast* 30min COMPILATION Season 2 Full episodes Cartoons for Children,Full Episodes of Simon in English ...,,Simon Super Rabbit [English],kids fast cartoon compilation,Overstimulating,auto_labeled
0pmLrZK9SgE,Wacky Floats &amp; Much More! | PJ Masks Season 2 | COMPILATION | Cartoon for kids,Subscribe to this channel: https://bit.ly/3IZ4xPf ▻Subscribe for more PJ Masks videos: http://bit.ly/2gsj5gv ▻Watch More: ...,,PJ Masks Season 2,kids fast cartoon compilation,Overstimulating,auto_labeled
penDWRAySRs,Unlikely Animal Friends Full Episode Compilation 🐶💗🐱 | @natgeokids,Watch a compilation of three Unlikely Animal Friends full episodes on Nat Geo Kids YouTube! Unlikely Animal Friends features ...,,Nat Geo Kids,kids fast cartoon compilation,Overstimulating,auto_labeled
ev3H5rNuC1k,Who&#39;s got the greatest Christmas catch? | Bluey,Watch Bluey full episodes! ABC Kids (Australia): https://iview.abc.net.au/show/bluey Available on Disney Junior and Disney+.,,Bluey - Official Channel,kids fast cartoon compilation,Overstimulating,auto_labeled
w5NImDndT4o,The Land Before Time | The Missing Fast-Water Adventure | Compilation | Kids Cartoon | Kids Videos,Watch More The Land Before Time All Videos: ...,,The Land Before Time,kids fast cartoon compilation,Overstimulating,auto_labeled
yx4L6cjxYb4,PJ Masks Season 4 | Heroes of the Sky Pt. 1 | COMPILATION | Cartoon for kids,"Subscribe for more PJ Masks videos: https://bit.ly/3YTZcli Owlette argues with Luna, imperils a mission - and loses all memory of ...",,PJ Masks Season 4,kids fast cartoon compilation,Overstimulating,auto_labeled
_2yM8MM9qNs,Peppa Pig Learns How To Make Pancakes! 🐷🥞 | @PeppaPigOfficial,ExpectingPigChanges #Peppa #PeppaPig #PeppaPigEnglish Celebrate Pancake day with Peppa Pig and family! ❤️ Watch ...,,Peppa Pig - Official Channel,kids fast cartoon compilation,Overstimulating,auto_labeled
rKk9uJqi4hY,Surprise Eggs Wildlife Toys | Learn Wild Animals &amp; Animal Sounds | ChuChu TV Surprise For Kids,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,,ChuChuTV Learning with Surprise Eggs,surprise eggs unboxing kids,Overstimulating,manually_labeled
bcAFQATsUwk,Trying different Kinder Surprise eggs — which one is the best?,,,Jerrry ASMR,surprise eggs unboxing kids,Overstimulating,auto_labeled
TGNxqahCsdw,Surprise Eggs Kids Songs | TigiBoo | Nursery Rhymes,tigiboo #kidssongs #surpriseeggs.,,TigiBoo,surprise eggs unboxing kids,Overstimulating,auto_labeled
oLyREWzEezM,Easter Egg Song + More Color Song &amp; Nursery Rhymes For Kids | NuNu Tv,"Hop into Easter fun with this colourful song! Toddlers will learn red, blue, green, and yellow while dancing along with Easter ...",,NuNu Tv - Nursery Rhymes,surprise eggs unboxing kids,Overstimulating,auto_labeled
AYUhUZlT-Hg,Surprise Eggs Kids Songs | Hokie Pokie Kids Videos,nurseryrhymes #kidssong #surpriseeggs Dive into the world of fun with our 'Surprise Egg Kids Song'! Join the excitement as ...,,Hokie Pokie,surprise eggs unboxing kids,Overstimulating,auto_labeled
EPs7feCa6Oo,Egg Surprise Colors and More Surprise Eggs Nursery Rhymes for Kids | BabyBillion,BabyBillion Brings you a compilation of 30 min nursery rhymes - Egg Surprise Colors and More! Egg Surprise Color Lyrics ...,,BabyBillion Rhymes,surprise eggs unboxing kids,Overstimulating,auto_labeled
f5HQzdwQKLA,Eggs Surprise | The Best Kids Songs &amp; Nursery Rhymes | Nick and Poli,"Let's break open the ""Surprise Eggs"" and find out what the most beloved children's songs are in them. Bang, bang, bang! Wow ...",,Nick and Poli - Nursery Rhymes & Kids Songs,surprise eggs unboxing kids,Overstimulating,auto_labeled
whpl1zWJdxk,HUGE Kinder Surprise Chocolate Egg MAXI in BOX Unpacking #chocolateeggs #kindersurprise #candies,Egg box ! Like ! What was in the egg ? Go to the channel and see ) https://www.youtube.com/@aboutchocolateeggs1252/featured ...,,MABURGER 3F,surprise eggs unboxing kids,Overstimulating,auto_labeled
7dzvLLNjgP0,26 Surprise Eggs Unboxing! Lot&#39;s Of Surprise Eggs and Kinder Joy! ASMR,surpriseeggs #candy #asmrunboxing #kinderjoy Time for New ASMR Unboxing an Lot's of Surprise Eggs and Kinder Joy with ...,,🎁 Surprises Universe 🪐,surprise eggs unboxing kids,Overstimulating,auto_labeled
VUCSpCLg0PQ,Surprise Eggs Kids Songs | Leo Nursery Rhymes &amp; Baby Songs,Surprise Eggs Kids Songs | Leo Nursery Rhymes & Baby Songs #kidssongs #surpriseeggs #surpriseeggskidssongs ...,,Leo Nursery Rhymes,surprise eggs unboxing kids,Overstimulating,manually_labeled
l3tvxMurPF8,Surprise Eggs Adventure 🐣 Happy Easter Day + More with Oliver!,Oliver and Mom order three large Easter Eggs and three chickens hatch from them . New collection of interesting videos for ...,,★ Kids Roma Show,surprise eggs unboxing kids,Overstimulating,auto_labeled
jwZGn9EippM,Magical Ball Pit Show for Kids + More ChuChu TV Surprise Eggs Learning Videos SUPER COLLECTION 4,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,,ChuChuTV Learning with Surprise Eggs,surprise eggs unboxing kids,Overstimulating,manually_labeled
dMK3Ymddrhw,today Kinder Joy surprise egg unboxing#shorts #kinderjoy #unboxing,,,LUCKY GIRL 🥰,surprise eggs unboxing kids,Overstimulating,auto_labeled
am4r_C0kDFc,Peppa Pig Egg Surprise #peppapig #surprise #asmr #unboxing #cute #trending #satisfying,,,Mystery Box Nurse,surprise eggs unboxing kids,Overstimulating,auto_labeled
e5cBOkM-AIs,Kinder Surprise Egg Unboxing | *20* Eggs With ASMR Sounds!,"Get ready to open and unbox 20 Kinder Joy and Surprise Eggs with soothing ASMR sounds, crunchy chocolate and no talking.",,Lucky Cat Kinder Eggs,surprise eggs unboxing kids,Overstimulating,auto_labeled
HyqzIqTYPY4,Car toys surprise eggs truck cars and Poli play,"Let's play with cars and Robocar Poli with surprise eggs toys Enjoy and subscribe, thanks - Toypudding.",,ToyPuddingTV,surprise eggs unboxing kids,Overstimulating,auto_labeled
-IZdISuImvo,Unpacking So Many Surprise Egg and Kinder Joy With Surprise Toys Inside and Put Into The Box | ASMR,"Today i'm unboxing and unpacking many of kinder joy, surprise egg and candy, hope you like it and don't forget to subscribe to ...",,Surprise Box,surprise eggs unboxing kids,Overstimulating,auto_labeled
qOqC2pqNJB8,Nastya opens huge eggs with surprises and toys,Nastya and dad open huge surprise eggs and toys for children Subscribe to Like Nastya Collections - https://is.gd/aJQMeb ...,,Like Nastya Collections,surprise eggs unboxing kids,Overstimulating,auto_labeled
anXJlnndYZs,ChuChu TV Classics – Jack in the Box - Learn Farm Animals with ChuChu TV Surprise Eggs For Kids,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,,ChuChu TV Nursery Rhymes & Kids Songs,surprise eggs unboxing kids,Overstimulating,manually_labeled
I7sF2Nw8_OQ,What&#39;s in the eggs? | Leo Kids Songs &amp; Nursery Rhymes,What's in the eggs? | Leo Kids Songs & Nursery Rhymes #eggs #eggsurprise #colorfulsurpriseeggs #surpriseeggs ...,,Leo Kids Songs,surprise eggs unboxing kids,Overstimulating,auto_labeled
HaWkO9HHvpo,Diana and Roma pretend play Easter Surprise Eggs Hunt,Diana and Roma pretend play Easter Surprise Eggs Hunt. The children saw a lot of surprise eggs scattered around the house.,,✿ Kids Diana Show,surprise eggs unboxing kids,Overstimulating,auto_labeled
bSLFbPULlg8,"Surprise Eggs Kids Songs | Surprise Eggs, Crack Crack Crack + LiaChaCha Kids Songs &amp; Nursery Rhymes",LiaChaCha - Kids Songs & Nursery Rhymes ...,,LiaChaCha - Nursery Rhymes & Baby Songs,surprise eggs unboxing kids,Overstimulating,manually_labeled
TRe0k-yOspE,ASMR Opening :- Kinder Joy Surprise Eggs 🥚 || Satisfying #shorts #unboxing #asmr,"unboxing #kinderjoy #satisfying #ytshorts #devfoodunbox #youtubeshorts #fun This shorts video isn't intended for children, so if ...",,Dev Food Unbox,surprise eggs unboxing kids,Overstimulating,auto_labeled
uRLIT1vb7j8,The Wheels on The Bus Song | Surprise Eggs | Tigi Boo  Nursery Rhymes &amp; Kids Songs,tigiboo #lalafun #kidssongs #nurseryrhymes #surpriseeggs.,,TigiBoo,surprise eggs unboxing kids,Overstimulating,auto_labeled
l2XuJAni8uo,Ultimate Spiderman Play-Doh Surprise Eggs Opening Fun With Ckn Toys,"Hi guys, today we are opening these cool Marvel Ultimate Spiderman Play-Doh surprise eggs filled with Ultimate Spiderman toys.",,CKN,surprise eggs unboxing kids,Overstimulating,auto_labeled
BGE6mau8-n4,🐸Egg Surprise - What&#39;s Inside?,,,BabyBillion Rhymes,surprise eggs unboxing kids,Overstimulating,auto_labeled
-k8xA1TRoTg,Peek a Boo Family Egg Surprise +MORE | Tigi Boo Kids Songs,tigiboo #kidssongs #peekaboo #surpriseeggs #family Fun Songs • 3D Cartoons • Smiles Every Day! Timestamps: 0:00 ...,,TigiBoo,surprise eggs unboxing kids,Overstimulating,auto_labeled
egtkRuPUyb8,Five Kids Egg Surprise + more Children&#39;s Songs and Videos,"The Best collection video, including one of our most recent songs, ""Egg Surprise"".",,Vania Mania Kids,surprise eggs unboxing kids,Overstimulating,auto_labeled
RKnSFTJ8Cc8,Learn Wild Animals + More ChuChu TV Surprise Eggs Learning Videos SUPER COLLECTION 3,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,,ChuChuTV Learning with Surprise Eggs,surprise eggs unboxing kids,Overstimulating,manually_labeled
-Qnpno29lmE,Bluey Easter eggs ASMR Satisfying unboxing toys Disney Junior,https://www.youtube.com/watch?v=jv1jaRWRhnM ✓ https://youtu.be/fUWbBFtCjqM ➡️ ASMR Barbie COLOR REVEAL DOLLS ...,,Unboxing Xtra,surprise eggs unboxing kids,Overstimulating,auto_labeled
XtmcXsK6asU,100 Surprise Eggs Mega Mix ASMR 60 Minutes Inspiring No Talking Video Unboxing Kinder Surprises,For 800000 Subscribers I unbox mix of 100 Kinder Surprises different series asmr.,,Surprise Eggs SHOW,surprise eggs unboxing kids,Overstimulating,auto_labeled
bPn2quSZmF8,Surprise Eggs Finger Family +More | Hokie Pokie Kids Videos,"nurseryrhymes #kidssong #kidsvideo https://www.youtube.com/@HokiePokieEspanol/videos In the world of Hokie Pokie, ...",,Hokie Pokie,surprise eggs unboxing kids,Overstimulating,auto_labeled
ml4hh5Id8HM,Surprise Eggs Transport Kids Songs | BabyBillion | Nursery Rhymes,Enjoy Eggs Surprise Transport Kids Songs video where kids are hitting the egg and new surprise Fruit is coming out of eggs.,,BabyBillion Rhymes,surprise eggs unboxing kids,Overstimulating,auto_labeled
zvamLBuRaFo,Surprise Eggs Kids Songs | Vlad &amp; Niki | Nursery Rhymes,Kids hitting the eggs to get new surprises - Magic Kids Adventures! 00:00 Surprise Eggs Kids Songs | Vlad & Niki | Nursery ...,,Vlad and Niki,surprise eggs unboxing kids,Overstimulating,auto_labeled
AHvBRQRIY6s,Dinosaur Surprise Eggs 🦖 | Kids Songs | TigiBoo,tigiboo #surpriseeggs #funnyvideo #eggssurprise.,,TigiBoo,surprise eggs unboxing kids,Overstimulating,auto_labeled
CvKgP6Ei-U8,Surprise Eggs Nursery Rhymes | Old MacDonald Had A Farm | Learn Colours &amp; Farm Animals | ChuChu TV,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,,ChuChu TV Nursery Rhymes & Kids Songs,surprise eggs unboxing kids,Overstimulating,manually_labeled
fMWyhlBJpk0,Diana and Roma play with Giant Surprise eggs,"Diana and Roma find Peppa Pig and Paw Patrol toys hidden inside a giant surprise eggs, and play with them. Diana's ...",,✿ Kids Diana Show,surprise eggs unboxing kids,Overstimulating,auto_labeled
e_bR6L-NV2I,Chocolate Surprise Egg Maker DIY Kinder Surprise Egg CKN,"Hi guys, today we are going to make some chocolate surprise eggs with this Chocolate Egg Surprise Maker. We always wanted to ...",,CKN,surprise eggs unboxing kids,Overstimulating,auto_labeled
cMC44Xp5QGY,Surprise Eggs Kids Songs | TuneTots | Nursery Rhymes,kidssongs #tigiboo #surpriseeggs #tigiboo #kidssongs #surpriseeggs.,,Tune Tots,surprise eggs unboxing kids,Overstimulating,auto_labeled
Tldlt2RhrDw,GIANT Lightning McQueen Egg Surprise with 100+ Disney Cars Toys,Ryan ToysReview opens a giant Disney Pixar Lightning McQueen Easter egg surprise filled with cars and planes toys for kids.,,Ryan's World,surprise eggs unboxing kids,Overstimulating,auto_labeled
LkMg1s0eoX0,Kinder egg Barbie Surprise toys Sofia the First Doc McStuffins Hello Kitty Peppa pig egg,Reupload from the DisneycollectorBr channel. This video isn't monetised and it's uploaded because of archival purposes!,,David's Youtube Archive,surprise eggs unboxing kids,Overstimulating,auto_labeled
RLWJUNkFm88,Surprise Eggs Kids Songs | Tinga Toons- Hindi Rhymes | Nursery Rhymes,"Welcome to Tinga Toons- Hindi Rhymes , your top destination for fun and educational kids' entertainment! Explore the magical ...",,Tinga Toons - Hindi Rhymes,surprise eggs unboxing kids,Overstimulating,auto_labeled
ombqWGpMgOM,Eggs Surprise Song +MORE | Kids Songs &amp; Nursery Rhymes | Tigi Boo,tigiboo #kidssongs #surpriseeggs #eggssurprise.,,TigiBoo,surprise eggs unboxing kids,Overstimulating,auto_labeled
sgempijJPM8,Surprise Eggs Kids Songs + More Kids Songs | Tigi Boo  Nursery Rhymes,tigiboo #nurseryrhymes #kidssongs.,,TigiBoo,surprise eggs unboxing kids,Overstimulating,auto_labeled
BB2BfvjLn2g,Surprise Eggs Unboxing | Lot&#39;s Of Surprise Eggs and Kinder Joy Fun Video | ASMR,"devfoodunbox #surpriseeggs #kinderjoy I'm unboxing surprise eggs , lot's of surprise eggs toy. Please Subscribe and Like The ...",,Dev Food Unbox,surprise eggs unboxing kids,Overstimulating,auto_labeled
6RSpB3Glu_Q,Surprise Eggs Farm Animals Toys | Learn Farm Animals &amp; Animal Sounds | ChuChu TV Surprise For Kids,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,,ChuChuTV Learning with Surprise Eggs,surprise eggs unboxing kids,Overstimulating,manually_labeled
BeAMU9KwJJg,ASMR 63+ Mins Satisfying Unboxing Ultimate PAW PATROL Toy Eggs | Review Toys (No Talking),asmr #pawpatrol #unboxing #review ASMR 63+ Mins Satisfying Unboxing Ultimate PAW PATROL Toy Eggs | Review Toys (No ...,,Dreamy Toy ASMR,surprise eggs unboxing kids,Overstimulating,auto_labeled
dT0M4ODFNdE,Hatch new Dinosaur Eggs with Jurassic World Dinosaur Fun Video!,Let's hatch some cool new Jurassic World Camp Cretaceous dinosaur surprise eggs. There are plenty of new dinosaurs like ...,,Dan Surprise,surprise eggs unboxing kids,Overstimulating,manually_labeled
